VS,19,18,1,85474,30, cc,1,n,denmark,pitched,10,b,70089,5841,4673,4323,5024,l-snow,y,n,n
S,20,5,5,143078,25, ccc,1,n,sweden,pitched,10,b,128771,10731,10731,10731,8156,fine,n,n,y
VS,21,3,1,54225,6, dd,1,n,finland,flat,10,c,39042,3254,2603,2636,2018,l-snow,y,n,n
S,22,10,8,148322,13, ccc,1,n,sweden,pitched,10,b,133490,11125,11125,7009,10568,fine,y,y,y
VS,23,9,6,91778,38, ccc,1,n,norway,flat,10,b,71587,5966,2983,4952,5370,rain,y,y,n
S,24,20,14,141124,65, c,1,n,denmark,pitched,10,a,117133,9762,7809,7614,9469,l-snow,n,y,n
VS,25,11,10,69155,85, b,1,n,denmark,flat,10,b,36653,3055,2444,2749,2016,l-snow,y,n,n
S,26,13,4,104554,41, cc,1,n,sweden,flat,10,b,94099,7842,7842,7372,5725,fine,y,n,y
VS,27,10,0,93851,61, cc,1,n,finland,flat,10,c,50680,4224,3379,4013,3252,l-snow,y,n,n
S,28,10,7,156625,69, cc,1,n,norway,pitched,10,b,100240,8354,4177,7017,7936,rain,n,y,n
VS,29,13,4,57524,47, ccc,1,n,uk,flat,10,b,31063,2589,2071,1813,2097,l-rain,n,y,n
S,30,16,10,188981,35, d,1,n,denmark,pitched,10,a,102050,8505,6804,5528,8420,l-snow,n,n,n
VS,31,3,2,56811,8, dd,1,n,finland,pitched,10,b,45449,3788,3030,3485,3712,l-snow,n,y,n
S,32,18,0,229106,12, c,2,n,uk,flat,10,b,128300,10692,8554,8875,7805,l-rain,y,y,n
VS,33,7,7,84005,33, dd,1,n,denmark,pitched,10,b,67204,5601,4481,3809,4033,l-snow,n,y,n
S,34,9,9,150294,86, b,1,n,uk,flat,10,b,88674,7390,5912,6725,7168,l-rain,y,y,n
VS,35,13,6,86413,83, d,1,n,denmark,flat,10,c,53577,4465,3572,4421,3706,l-snow,y,y,n
S,36,8,6,178970,30, c,1,n,uk,flat,10,c,161073,13423,10739,8323,8591,l-rain,y,y,n
VS,37,19,18,98836,60, b,1,n,norway,pitched,10,c,96860,8072,4036,5570,8072,rain,y,n,n
S,38,10,6,152861,58, ccc,1,n,finland,pitched,10,c,103946,8663,6930,8576,7017,l-snow,y,y,n
VS,39,15,11,57901,7, d,1,n,finland,pitched,10,b,28951,2413,1931,2003,2389,l-snow,y,y,n
S,40,7,1,140677,36, b,1,n,denmark,pitched,10,c,116762,9731,7785,9050,8271,l-snow,y,n,n
VS,41,10,0,82899,74, c,1,n,denmark,pitched,10,c,59688,4974,3980,4278,3731,l-snow,y,n,n
S,42,14,9,239368,35, dd,2,n,sweden,pitched,10,c,138834,11570,11570,7521,11454,fine,y,y,y
VS,43,13,10,67423,53, b,1,n,uk,flat,10,b,35735,2978,2383,2800,2353,l-rain,n,n,n
S,44,17,0,241904,97, d,2,n,uk,flat,10,b,205619,17135,13708,13880,12680,l-rain,y,y,n
VS,45,18,5,71688,49, ccc,1,n,denmark,flat,10,a,42296,3525,2820,3349,3243,l-snow,y,y,n
S,46,8,0,148373,69, d,1,n,norway,flat,10,c,139471,11623,5812,7788,9647,rain,y,y,n
VS,47,5,0,50912,62, ccc,1,n,sweden,pitched,10,c,30039,2504,2504,2028,2504,fine,y,y,y
S,48,18,3,107064,45, ddd,1,n,uk,pitched,10,b,100641,8387,6710,6207,8136,l-rain,n,y,n
VS,49,7,7,63913,38, c,1,n,finland,flat,10,b,33874,2823,2259,2710,1751,l-snow,n,n,n
S,50,6,4,231953,47, b,2,n,uk,pitched,10,c,157729,13145,10516,10253,12356,l-rain,n,y,n
VS,51,5,1,63411,36, ddd,1,n,uk,pitched,10,c,62777,5232,4186,3558,4552,l-rain,n,y,n
S,52,19,2,122885,12, c,1,n,sweden,pitched,10,a,100766,8398,8398,5039,5627,fine,n,n,y
VS,53,14,2,86341,66, d,1,n,denmark,pitched,10,b,44898,3742,2994,3592,3181,l-snow,n,n,n
S,54,10,10,206960,75, cc,2,n,sweden,flat,10,c,161429,13453,13453,13453,9283,fine,y,y,y
VS,55,17,6,99013,22, ddd,1,n,denmark,pitched,10,b,63369,5281,4225,3591,5228,l-snow,y,n,n
S,56,14,1,182868,43, ddd,1,n,finland,pitched,10,c,98749,8230,6584,7818,7654,l-snow,y,y,n
VS,57,3,0,86663,33, c,1,n,finland,pitched,10,c,56331,4695,3756,4413,3709,l-snow,y,y,n
S,58,14,8,219099,6, d,2,n,sweden,pitched,10,c,164325,13694,13694,9175,11366,fine,n,n,y
VS,59,7,0,98822,20, dd,1,n,norway,flat,10,b,81035,6753,3377,4457,4930,rain,n,y,n
S,60,10,4,107116,25, dd,1,n,finland,pitched,10,c,94263,7856,6285,4792,5735,l-snow,n,y,n
VS,61,13,8,80183,7, cc,1,n,denmark,flat,10,c,72967,6081,4865,6081,4804,l-snow,n,y,n
S,62,19,12,102369,36, cc,1,n,finland,pitched,10,c,88038,7337,5870,4549,6163,l-snow,y,y,n
VS,63,10,3,54301,61, c,1,n,uk,flat,10,b,47242,3937,3150,3622,2599,l-rain,y,y,n
S,64,13,8,136122,43, cc,1,n,denmark,flat,10,c,119788,9983,7986,9384,6788,l-snow,y,y,n
VS,65,5,1,63492,66, dd,1,n,norway,flat,10,b,60953,5080,2540,4724,5080,rain,y,n,n
S,66,11,2,198139,39, ccc,1,n,finland,flat,10,c,194177,16182,12946,13269,10033,l-snow,y,y,n
VS,67,13,5,59966,42, cc,1,n,uk,flat,10,c,32982,2749,2199,2337,2721,l-rain,n,y,n
S,68,10,7,197447,20, dd,1,n,uk,flat,10,c,100698,8392,6714,5875,6798,l-rain,n,y,n
VS,69,5,2,52346,92, d,1,n,norway,pitched,10,c,32978,2749,1375,2089,2446,rain,y,y,n
S,70,7,4,163774,71, b,1,n,norway,pitched,10,b,127744,10646,5323,8730,10220,rain,y,n,n
VS,71,12,8,85868,75, b,1,n,uk,pitched,10,c,62684,5224,4179,4023,5120,l-rain,n,n,n
S,72,20,4,227572,8, dd,2,n,uk,pitched,10,c,195712,16310,13048,14842,13374,l-rain,y,n,n
VS,73,6,6,79829,43, c,1,n,sweden,flat,10,c,40713,3393,3393,3156,3291,fine,y,y,y
S,74,7,3,242596,19, b,2,n,finland,pitched,10,c,201355,16780,13424,13592,11411,l-snow,y,y,n
VS,75,3,1,89353,62, ccc,1,n,denmark,flat,10,c,68802,5734,4587,4587,5677,l-snow,y,y,n
S,76,18,9,220291,24, cc,2,n,norway,pitched,10,a,143190,11933,5967,8353,11217,rain,n,y,n
VS,77,15,5,53508,96, ddd,1,n,denmark,flat,10,c,36921,3077,2462,2000,1847,l-snow,y,n,n
S,78,20,5,136297,30, c,1,n,uk,flat,10,a,99497,8292,6634,7960,7048,l-rain,n,y,n
VS,79,18,6,85476,85, d,1,n,uk,pitched,10,c,70091,5841,4673,3680,5140,l-rain,y,n,n
S,80,8,8,105517,25, c,1,n,denmark,flat,10,a,88635,7387,5909,5466,4728,l-snow,n,y,n
VS,81,14,3,61253,93, dd,1,n,sweden,flat,10,b,58191,4850,4850,4268,3152,fine,n,n,y
S,82,7,4,187635,38, cc,1,n,sweden,flat,10,c,105076,8757,8757,7531,7006,fine,y,y,y
VS,83,9,0,60470,36, d,1,n,denmark,flat,10,a,30235,2520,2016,2243,1663,l-snow,n,n,n
S,84,10,9,166875,97, b,1,n,finland,flat,10,a,100125,8344,6675,7760,7176,l-snow,y,n,n
VS,85,16,5,86511,33, c,1,n,sweden,pitched,10,a,64884,5407,5407,4056,4380,fine,y,n,y
S,86,16,0,108421,47, dd,1,n,sweden,pitched,10,b,60716,5060,5060,4402,3441,fine,n,y,y
VS,87,14,5,94164,69, ddd,1,n,denmark,pitched,10,a,76273,6357,5085,4259,4068,l-snow,n,y,n
S,88,8,8,120726,21, b,1,n,finland,pitched,10,c,62778,5232,4186,3506,4813,l-snow,y,y,n
VS,89,15,9,84442,81, ddd,1,n,norway,flat,10,c,76843,6404,3202,4227,5508,rain,y,y,n
S,90,19,19,193958,50, dd,1,n,norway,pitched,10,a,133832,11153,5577,8253,7250,rain,y,y,n
VS,91,16,1,60443,99, dd,1,n,finland,pitched,10,c,47750,3980,3184,3820,2507,l-snow,y,y,n
S,92,10,3,173750,12, ddd,1,n,sweden,flat,10,c,154638,12887,12887,7732,7861,fine,n,n,y
VS,93,15,12,66540,73, ddd,1,n,finland,pitched,10,c,44582,3716,2973,3158,3047,l-snow,n,n,n
S,94,14,11,125094,70, d,1,n,finland,pitched,10,c,111334,9278,7423,7608,7887,l-snow,y,y,n
VS,95,13,0,83179,36, b,1,n,norway,flat,10,c,69039,5754,2877,4430,3510,rain,y,n,n
S,96,15,0,201975,35, dd,2,n,sweden,pitched,10,c,191877,15990,15990,14551,12952,fine,n,y,y
VS,97,15,14,55069,96, cc,1,n,sweden,flat,10,b,35245,2938,2938,2820,1910,fine,n,y,y
S,98,19,9,224834,11, ddd,2,n,uk,flat,10,c,119163,9931,7945,9434,7051,l-rain,y,n,n
VS,99,20,12,88156,80, ddd,1,n,denmark,flat,10,c,44078,3674,2939,2645,3380,l-snow,y,y,n
S,100,9,7,140081,17, ccc,1,n,norway,pitched,10,b,116268,9689,4845,9205,7945,rain,n,y,n
VS,101,20,3,64953,37, dd,1,n,denmark,flat,10,c,40921,3411,2729,2422,2865,l-snow,n,n,n
S,102,5,1,146822,13, cc,1,n,denmark,pitched,10,a,104244,8687,6950,7037,8079,l-snow,n,y,n
VS,103,2,1,95005,82, dd,1,n,denmark,flat,10,a,57003,4751,3801,3136,3516,l-snow,y,y,n
S,104,17,15,221662,80, dd,2,n,uk,flat,10,c,117481,9791,7833,7930,5972,l-rain,y,y,n
VS,105,7,5,73069,35, d,1,n,sweden,pitched,10,c,48226,4019,4019,3296,3457,fine,y,n,y
S,106,20,20,176506,74, ccc,1,n,denmark,pitched,10,a,141205,11768,9414,8473,7061,l-snow,n,y,n
VS,107,14,14,76744,32, ccc,1,n,finland,flat,10,c,39140,3262,2610,2153,2349,l-snow,y,n,n
S,108,18,18,168291,72, ccc,1,n,uk,flat,10,a,136316,11360,9088,10111,8861,l-rain,n,y,n
VS,109,12,6,84060,85, b,1,n,denmark,pitched,10,c,65567,5464,4372,4317,4536,l-snow,y,y,n
S,110,10,0,110839,100, b,1,n,denmark,flat,10,b,82021,6836,5469,4853,4922,l-snow,n,y,n
VS,111,17,17,96400,99, dd,1,n,sweden,pitched,10,c,78084,6507,6507,3905,4295,fine,y,y,y
S,112,14,0,211643,97, c,2,n,norway,pitched,10,a,201061,16756,8378,10389,10556,rain,y,y,n
VS,113,1,0,78418,78, dd,1,n,denmark,pitched,10,c,42346,3529,2824,3035,3176,l-snow,n,y,n
S,114,12,5,139237,99, dd,1,n,finland,flat,10,c,90505,7543,6034,5280,7392,l-snow,y,n,n
VS,115,13,1,75341,61, cc,1,n,denmark,flat,10,c,69314,5777,4621,3582,4217,l-snow,y,y,n
S,116,17,4,217058,100, b,2,n,uk,pitched,10,b,158453,13205,10564,11488,9244,l-rain,n,y,n
VS,117,10,6,76354,67, b,1,n,uk,pitched,10,c,54975,4582,3665,3574,4307,l-rain,n,y,n
S,118,7,4,246939,21, dd,2,n,sweden,pitched,10,b,204960,17080,17080,12469,15031,fine,y,y,y
VS,119,19,18,95561,54, c,1,n,uk,flat,10,a,64982,5416,4333,4928,4062,l-rain,n,y,n
S,120,11,6,166602,31, dd,1,n,norway,pitched,10,b,139946,11663,5832,10263,8980,rain,n,y,n
VS,121,9,1,72889,42, d,1,n,sweden,flat,10,c,48107,4009,4009,2727,2566,fine,y,n,y
S,122,13,2,207383,33, ddd,2,n,finland,flat,10,c,128578,10715,8572,8572,7715,l-snow,y,y,n
VS,123,1,1,99477,65, c,1,n,denmark,flat,10,b,70629,5886,4709,4945,3709,l-snow,y,n,n
S,124,17,8,232989,26, cc,2,n,sweden,pitched,10,a,223670,18640,18640,11184,11743,fine,n,y,y
VS,125,4,3,67665,40, c,1,n,norway,pitched,10,c,66989,5583,2792,5136,3350,rain,y,y,n
S,126,9,8,217582,61, d,2,n,norway,flat,10,c,139253,11605,5803,7775,9980,rain,y,y,n
VS,127,2,2,70868,29, b,1,n,uk,flat,10,c,68034,5670,4536,5046,3572,l-rain,n,y,n
S,128,19,9,140106,96, ccc,1,n,norway,pitched,10,b,71455,5955,2978,4526,5657,rain,y,n,n
VS,129,6,3,92630,69, ddd,1,n,uk,pitched,10,a,61136,5095,4076,4433,4739,l-rain,y,n,n
S,130,14,12,107564,6, c,1,n,norway,pitched,10,b,77447,6454,3227,6454,4454,rain,y,n,n
VS,131,12,4,96375,71, ddd,1,n,sweden,pitched,10,b,74209,6185,6185,6061,4762,fine,n,n,y
S,132,13,1,107111,29, d,1,n,sweden,pitched,10,b,58912,4910,4910,4321,3584,fine,y,y,y
VS,133,7,5,58700,8, dd,1,n,finland,flat,10,c,41090,3425,2740,2260,3219,l-snow,y,y,n
S,134,16,3,137800,99, d,1,n,finland,pitched,10,b,112996,9417,7534,8099,5933,l-snow,n,n,n
VS,135,10,2,98272,8, ccc,1,n,denmark,flat,10,c,62895,5242,4193,4351,4822,l-snow,n,n,n
S,136,5,1,101088,79, d,1,n,sweden,flat,10,c,77838,6487,6487,4541,6098,fine,n,n,y
VS,137,13,8,62529,95, d,1,n,sweden,flat,10,c,31265,2606,2606,2137,2189,fine,y,n,y
S,138,16,7,163058,82, d,1,n,norway,pitched,10,c,150014,12502,6251,8001,9751,rain,n,n,n
VS,139,11,7,59110,82, cc,1,n,sweden,pitched,10,b,29555,2463,2463,1675,1872,fine,y,y,y
S,140,19,8,151756,73, dd,1,n,sweden,pitched,10,a,141134,11762,11762,11409,9645,fine,n,y,y
VS,141,5,4,84229,89, ccc,1,n,finland,pitched,10,c,70753,5897,4717,4246,4364,l-snow,y,y,n
S,142,20,15,113717,97, c,1,n,denmark,flat,10,c,86425,7203,5762,5906,4466,l-snow,y,n,n
VS,143,17,6,89154,55, ddd,1,n,sweden,flat,10,c,79348,6613,6613,5158,4497,fine,y,n,y
S,144,5,5,193553,28, b,1,n,denmark,pitched,10,c,154843,12904,10323,8259,9162,l-snow,n,n,n
VS,145,12,0,71900,62, ccc,1,n,denmark,flat,10,c,39545,3296,2637,2538,2670,l-snow,n,n,n
S,146,19,1,108945,90, ccc,1,n,denmark,pitched,10,c,96962,8081,6465,6465,6707,l-snow,y,n,n
VS,147,18,2,91995,14, d,1,n,finland,pitched,10,b,57957,4830,3864,3864,4540,l-snow,y,y,n
S,148,5,0,119385,12, ccc,1,n,finland,flat,10,c,93121,7761,6209,7683,5433,l-snow,y,y,n
VS,149,13,3,67269,8, ccc,1,n,denmark,pitched,10,a,57179,4765,3812,3765,4718,l-snow,y,y,n
S,150,11,11,171286,65, ccc,1,n,norway,pitched,10,a,147306,12276,6138,10803,9453,rain,y,y,n
VS,151,13,5,89003,9, ccc,1,n,uk,flat,10,c,56962,4747,3798,3561,2991,l-rain,y,y,n
S,152,15,0,137761,35, b,1,n,denmark,pitched,10,b,132251,11021,8817,10691,8266,l-snow,n,y,n
VS,153,12,5,79562,45, cc,1,n,denmark,flat,10,b,75584,6299,5039,4158,5543,l-snow,y,n,n
S,154,8,6,115570,80, ddd,1,n,norway,pitched,10,c,78588,6549,3275,4257,4454,rain,y,n,n
VS,155,20,19,82203,60, ccc,1,n,finland,pitched,10,b,62475,5207,4165,4894,3176,l-snow,n,y,n
S,156,7,0,179552,83, c,1,n,denmark,pitched,10,c,170575,14215,11372,8671,8956,l-snow,n,y,n
VS,157,1,1,52267,56, ccc,1,n,uk,pitched,10,c,31883,2657,2126,2631,1674,l-rain,y,n,n
S,158,17,14,144016,87, b,1,n,uk,pitched,10,a,89290,7441,5953,6028,6920,l-rain,y,y,n
VS,159,1,1,66554,26, b,1,n,norway,flat,10,b,35940,2995,1498,2396,2636,rain,n,n,n
S,160,14,2,174167,86, b,1,n,norway,flat,10,b,92309,7693,3847,5693,4616,rain,n,n,n
VS,161,5,4,65262,24, ddd,1,n,denmark,pitched,10,b,41116,3427,2742,3221,2125,l-snow,n,y,n
S,162,12,6,214188,100, ddd,2,n,sweden,pitched,10,c,143506,11959,11959,9568,11481,fine,y,n,y
VS,163,8,6,58301,21, b,1,n,denmark,flat,10,c,43143,3596,2877,3308,2337,l-snow,n,y,n
S,164,14,2,103300,17, cc,1,n,finland,flat,10,c,68178,5682,4546,4887,4716,l-snow,y,n,n
VS,165,2,2,68561,62, c,1,n,uk,flat,10,b,57592,4800,3840,4368,4128,l-rain,n,n,n
S,166,20,20,117968,89, ddd,1,n,finland,flat,10,c,95555,7963,6371,6928,6212,l-snow,y,y,n
VS,167,13,7,63160,5, ddd,1,n,uk,pitched,10,b,34107,2843,2274,2246,2274,l-rain,y,y,n
S,168,8,7,207160,90, ddd,2,n,sweden,flat,10,b,122225,10186,10186,6315,9065,fine,y,n,y
VS,169,12,7,50423,61, cc,1,n,finland,pitched,10,c,25716,2143,1715,1393,1501,l-snow,n,y,n
S,170,12,3,125284,73, ddd,1,n,sweden,flat,10,c,101481,8457,8457,7865,5582,fine,n,y,y
VS,171,10,10,97811,74, ddd,1,n,uk,pitched,10,a,78249,6521,5217,6195,4565,l-rain,y,n,n
S,172,11,4,156133,83, cc,1,n,sweden,flat,10,c,92119,7677,7677,4683,5374,fine,n,n,y
VS,173,17,6,76488,26, cc,1,n,sweden,pitched,10,b,63486,5291,5291,3545,3281,fine,n,y,y
S,174,6,0,121294,39, ccc,1,n,finland,flat,10,c,84906,7076,5661,5236,5166,l-snow,y,n,n
VS,175,17,0,52180,100, b,1,n,uk,pitched,10,c,33917,2827,2262,2657,1725,l-rain,n,y,n
S,176,11,10,247309,74, d,2,n,finland,flat,10,c,126128,10511,8409,7148,8935,l-snow,y,n,n
VS,177,11,4,53281,57, ccc,1,n,finland,flat,10,b,41027,3419,2736,3283,3112,l-snow,y,y,n
S,178,9,1,214895,38, ccc,2,n,sweden,pitched,10,c,174065,14506,14506,11605,12040,fine,y,n,y
VS,179,20,5,77206,71, ccc,1,n,finland,flat,10,b,41692,3475,2780,2155,2155,l-snow,n,n,n
S,180,8,7,223066,91, dd,2,n,denmark,pitched,10,c,167300,13942,11154,9760,8923,l-snow,y,n,n
VS,181,2,1,56217,94, ddd,1,n,finland,flat,10,c,52282,4357,3486,4270,3225,l-snow,y,y,n
S,182,13,12,229004,96, dd,2,n,denmark,pitched,10,c,162593,13550,10840,13414,10840,l-snow,y,y,n
VS,183,11,10,94564,92, d,1,n,finland,flat,10,c,86054,7172,5737,5594,5666,l-snow,n,y,n
S,184,5,2,248422,29, c,2,n,norway,flat,10,c,178864,14906,7453,12521,9093,rain,n,y,n
VS,185,3,2,96671,95, cc,1,n,norway,pitched,10,c,91838,7654,3827,5511,6046,rain,n,n,n
S,186,5,3,240137,5, ddd,2,n,norway,flat,10,c,230532,19211,9606,13064,14217,rain,y,y,n
VS,187,11,9,73124,47, cc,1,n,uk,flat,10,c,68737,5729,4583,5328,3896,l-rain,y,n,n
S,188,16,12,131424,92, cc,1,n,finland,pitched,10,a,101197,8434,6747,7506,6410,l-snow,y,n,n
VS,189,8,3,59768,49, c,1,n,norway,pitched,10,a,43631,3636,1818,2291,3055,rain,n,n,n
S,190,8,5,225291,64, c,2,n,denmark,flat,10,b,207268,17273,13818,16064,15373,l-snow,y,y,n
VS,191,11,8,96994,59, dd,1,n,finland,pitched,10,b,49467,4123,3298,3628,3381,l-snow,y,n,n
S,192,9,3,241824,75, dd,2,n,uk,flat,10,b,195878,16324,13059,9958,10284,l-rain,n,y,n
VS,193,6,3,79632,24, cc,1,n,sweden,pitched,10,c,42205,3518,3518,2990,3060,fine,y,n,y
S,194,5,5,236944,92, cc,2,n,sweden,flat,10,c,125581,10466,10466,9524,7012,fine,n,n,y
VS,195,6,0,69431,44, ccc,1,n,uk,pitched,10,c,42353,3530,2824,3142,2859,l-rain,n,n,n
S,196,13,8,213901,98, b,2,n,uk,pitched,10,b,115507,9626,7701,8182,7412,l-rain,n,n,n
VS,197,16,14,87630,64, cc,1,n,denmark,pitched,10,c,86754,7230,5784,5712,4700,l-snow,y,y,n
S,198,13,0,138725,64, cc,1,n,finland,pitched,10,c,135951,11330,9064,7478,10537,l-snow,n,n,n
VS,199,3,3,54744,71, ddd,1,n,denmark,flat,10,c,36132,3011,2409,2590,2981,l-snow,y,n,n
S,200,11,11,171171,40, ddd,1,n,sweden,pitched,10,b,167748,13979,13979,13560,11184,fine,n,y,y
VS,201,2,2,85036,52, d,1,n,denmark,pitched,10,c,67179,5599,4479,3359,4927,l-snow,y,y,n
S,202,13,5,115966,98, ddd,1,n,finland,flat,10,b,85815,7152,5721,5865,7152,l-snow,n,n,n
VS,203,16,6,83702,46, d,1,n,sweden,pitched,10,c,67799,5650,5650,4916,5368,fine,y,y,y
S,204,16,7,125238,16, ccc,1,n,denmark,pitched,10,b,108958,9080,7264,7174,5448,l-snow,y,y,n
VS,205,8,5,83244,43, b,1,n,denmark,flat,10,a,64098,5342,4274,4434,3900,l-snow,y,y,n
S,206,19,2,229551,80, c,2,n,norway,flat,10,b,199710,16643,8322,14979,13980,rain,n,y,n
VS,207,4,1,98371,35, cc,1,n,finland,flat,10,c,60991,5083,4067,3812,4727,l-snow,y,n,n
S,208,7,5,232780,30, b,2,n,uk,pitched,10,c,211830,17653,14122,13240,11298,l-rain,n,n,n
VS,209,14,11,60828,72, dd,1,n,sweden,flat,10,b,46838,3904,3904,3552,3435,fine,n,y,y
S,210,20,6,108281,37, cc,1,n,uk,pitched,10,c,85542,7129,5703,6701,4278,l-rain,n,n,n
VS,211,16,9,61144,42, c,1,n,denmark,flat,10,c,54419,4535,3628,3039,4127,l-snow,y,y,n
S,212,6,3,102180,79, b,1,n,norway,flat,10,c,85832,7153,3577,5580,5436,rain,n,n,n
VS,213,5,5,87676,35, cc,1,n,denmark,pitched,10,c,48222,4019,3215,2613,3456,l-snow,y,y,n
S,214,16,3,142955,11, c,1,n,norway,pitched,10,b,127230,10603,5302,8801,8695,rain,y,n,n
VS,215,12,4,59666,24, b,1,n,sweden,flat,10,c,59070,4923,4923,3003,3200,fine,n,y,y
S,216,17,13,193179,85, dd,1,n,sweden,flat,10,b,169998,14167,14167,9067,11617,fine,n,y,y
VS,217,18,1,76337,6, ddd,1,n,uk,pitched,10,b,64887,5408,4326,4975,3461,l-rain,y,y,n
S,218,17,15,195475,49, d,1,n,uk,flat,10,c,142697,11892,9514,8206,7492,l-rain,n,y,n
VS,219,11,10,73897,75, cc,1,n,sweden,pitched,10,a,47295,3942,3942,2956,3232,fine,y,y,y
S,220,9,0,212860,16, cc,2,n,finland,flat,10,b,117073,9757,7805,7610,6537,l-snow,y,n,n
VS,221,19,19,74775,14, dd,1,n,norway,pitched,10,c,53091,4425,2213,3009,3142,rain,n,n,n
S,222,16,2,156087,69, d,1,n,denmark,pitched,10,c,135796,11317,9054,7922,9167,l-snow,y,y,n
VS,223,10,6,57359,27, ddd,1,n,uk,flat,10,c,40152,3346,2677,3280,2978,l-rain,n,n,n
S,224,17,17,216832,75, dd,2,n,denmark,pitched,10,c,114921,9577,7662,9386,9003,l-snow,y,n,n
VS,225,17,0,72318,29, cc,1,n,finland,flat,10,c,45561,3797,3038,3797,3569,l-snow,n,y,n
S,226,15,6,201467,71, ccc,2,n,sweden,flat,10,b,191394,15950,15950,12760,13239,fine,y,n,y
VS,227,12,7,75917,15, dd,1,n,sweden,pitched,10,a,58457,4872,4872,4336,3410,fine,y,y,y
S,228,14,13,210153,69, ddd,2,n,uk,flat,10,b,178631,14886,11909,9230,9676,l-rain,n,y,n
VS,229,10,1,96356,39, cc,1,n,uk,flat,10,c,56851,4738,3791,4217,3743,l-rain,n,n,n
S,230,17,7,137156,97, ddd,1,n,finland,pitched,10,a,90523,7544,6035,4602,6790,l-snow,n,n,n
VS,231,3,3,52001,53, b,1,n,norway,pitched,10,c,32241,2687,1344,1666,1666,rain,n,n,n
S,232,20,18,133171,8, cc,1,n,denmark,flat,10,c,81235,6770,5416,6296,5958,l-snow,n,n,n
VS,233,5,1,57077,10, ddd,1,n,denmark,pitched,10,a,55936,4662,3730,4429,4289,l-snow,n,n,n
S,234,14,2,194455,84, ddd,1,n,uk,pitched,10,a,169176,14098,11279,11843,8459,l-rain,n,y,n
VS,235,9,6,59112,55, cc,1,n,sweden,pitched,10,b,36059,3005,3005,1954,3005,fine,n,n,y
S,236,10,9,160319,33, dd,1,n,sweden,pitched,10,c,101001,8417,8417,5219,7660,fine,n,y,y
VS,237,2,1,55688,58, c,1,n,finland,pitched,10,b,47335,3945,3156,2525,2801,l-snow,y,n,n
S,238,8,4,204692,87, b,2,n,denmark,pitched,10,c,135097,11259,9007,9120,9457,l-snow,y,y,n
VS,239,15,14,67056,38, cc,1,n,denmark,flat,10,c,39564,3297,2638,2143,2143,l-snow,n,y,n
S,240,5,2,147739,96, d,1,n,denmark,pitched,10,c,97508,8126,6501,5445,7232,l-snow,n,n,n
VS,241,19,13,81595,41, b,1,n,uk,pitched,10,b,74252,6188,4951,5260,5879,l-rain,y,n,n
S,242,12,12,111868,53, dd,1,n,finland,pitched,10,c,95088,7924,6340,6498,6102,l-snow,y,n,n
VS,243,11,10,98972,92, c,1,n,denmark,pitched,10,a,87096,7258,5807,4718,4573,l-snow,n,y,n
S,244,19,12,165581,26, ccc,1,n,finland,pitched,10,c,157302,13109,10487,10618,12454,l-snow,y,y,n
VS,245,6,5,72364,63, ddd,1,n,sweden,pitched,10,b,37630,3136,3136,2478,2446,fine,y,y,y
S,246,13,2,167336,28, cc,1,n,denmark,flat,10,a,133869,11156,8925,8814,6805,l-snow,y,y,n
VS,247,19,11,98181,9, cc,1,n,sweden,flat,10,c,78545,6546,6546,4451,3928,fine,n,y,y
